Column,pre,main,post
LShoulder,0.294103290686136,0.32577252356160163,0.3363089882584559
LUArm,0.17002585768322395,0.1636460526611179,0.17922682853881317
LFArm,0.24959950804790337,0.23986608953598637,0.3004422903270339
LHand,0.09565126918005089,0.1200119769424027,0.09966024865178762
RShoulder,0.26665502428659094,0.2923146546327244,0.31712614066083555
RUArm,0.13759484809711703,0.14273647408450532,0.1558615156293
RFArm,0.26583044791579247,0.24432656789809143,0.2779702921847807
RHand,0.13137409879711393,0.12945641775415628,0.15254112656902025
LThigh,0.18018911446019445,0.17867142444378378,0.18728050783231578
LShin,0.3142977869798892,0.2572551610111366,0.2695757622764368
LFoot,0.31507866036912785,0.2665469590667674,0.2660690259059342
LToe,0.1744682960306627,0.1618071079335683,0.16327392527645399
RThigh,0.16585170116187545,0.1647562158052754,0.1803686045788714
RShin,0.2233932596792994,0.23018504507213225,0.26448069289910436
RFoot,0.31391760404290925,0.28485865935518123,0.3326026090800568
RToe,0.15872663184183863,0.14462024343434723,0.17534562205129664
Hip,0.9147476178912657,0.9139143296564114,0.9338605126095663
Ab,0.3106720790687611,0.3101683456214381,0.3295206586725418
Chest,0.3122880045100132,0.3101792122337495,0.3300354078234506
Neck,0.29754354846900044,0.2999109504822869,0.33413579659797144
Head,0.2956563391333584,0.3004658177557621,0.32706897151425063
Acceleration,0.05540299030059668,0.053039689612944266,0.05676137531782484
Velocity,0.04877843463185502,0.048789760384506047,0.05057848073223849
Position,0.047942896501475644,0.04783701306107125,0.04800773021254947
Joint Angle,0.5961733191182543,0.5615197144655,0.6287451250540641
rotation,0.7976218087932923,0.7931628158830545,0.8510029527777829
Overall,0.42278235264738395,0.42049991447206286,0.4495053414951662
