File,Column,Pre_Avg,Main_Avg,Post_Avg
hook_left_p12_Global_hook_left_002_similarity_matrix,RThigh,0.191702675,0.18393234,0.192307958
hook_left_p12_Global_hook_left_002_similarity_matrix,RShin,0.347592516,0.331966297,0.308493973
hook_left_p12_Global_hook_left_002_similarity_matrix,RFoot,0.330017152,0.339404388,0.354140898
hook_left_p12_Global_hook_left_002_similarity_matrix,RToe,0.192708913,0.188797431,0.193685971
hook_left_p12_Global_hook_left_002_similarity_matrix,Hip,0.924161387,0.911854505,0.918448146
hook_left_p12_Global_hook_left_002_similarity_matrix,Ab,0.323242993,0.313448769,0.321170404
hook_left_p12_Global_hook_left_002_similarity_matrix,Chest,0.328656939,0.314079444,0.322523793
hook_left_p12_Global_hook_left_002_similarity_matrix,Neck,0.360373723,0.346716757,0.366709585
hook_left_p12_Global_hook_left_002_similarity_matrix,Head,0.354339339,0.340973551,0.35868819
hook_left_p12_Global_hook_left_002_similarity_matrix,Acceleration,0.069948756,0.068919685,0.070528706
hook_left_p12_Global_hook_left_002_similarity_matrix,Velocity,0.062789155,0.063037992,0.067630139
hook_left_p12_Global_hook_left_002_similarity_matrix,Position,0.047665429,0.047691079,0.047847592
hook_left_p12_Global_hook_left_002_similarity_matrix,Joint Angle,0.547808505,0.509657411,0.581422313
hook_left_p12_Global_hook_left_002_similarity_matrix,rotation,0.877514581,0.847213616,0.895709075
hook_left_p12_Global_hook_left_002_similarity_matrix,Overall,0.462590005,0.447452347,0.471778333
hook_left_p12_Global_hook_left_003_similarity_matrix,LShoulder,0.312296342,0.255621056,0.310309242
hook_left_p12_Global_hook_left_003_similarity_matrix,LUArm,0.174538205,0.151986939,0.189184873
hook_left_p12_Global_hook_left_003_similarity_matrix,LFArm,0.233936668,0.223636082,0.274504878
hook_left_p12_Global_hook_left_003_similarity_matrix,LHand,0.152055846,0.144634692,0.167196426
hook_left_p12_Global_hook_left_003_similarity_matrix,RShoulder,0.219203819,0.201048991,0.216659681
hook_left_p12_Global_hook_left_003_similarity_matrix,RUArm,0.312776688,0.299775976,0.320683966
hook_left_p12_Global_hook_left_003_similarity_matrix,RFArm,0.218981454,0.198767737,0.219371799
hook_left_p12_Global_hook_left_003_similarity_matrix,RHand,0.18492094,0.18128145,0.184135953
hook_left_p12_Global_hook_left_003_similarity_matrix,LThigh,0.180284832,0.178458666,0.190692044
hook_left_p12_Global_hook_left_003_similarity_matrix,LShin,0.285255011,0.274550207,0.351659672
hook_left_p12_Global_hook_left_003_similarity_matrix,LFoot,0.235091526,0.259467784,0.26998899
hook_left_p12_Global_hook_left_003_similarity_matrix,LToe,0.130013786,0.14765853,0.153886961
hook_left_p12_Global_hook_left_003_similarity_matrix,RThigh,0.192801431,0.185582087,0.193660891
hook_left_p12_Global_hook_left_003_similarity_matrix,RShin,0.35322276,0.334976296,0.331823077
hook_left_p12_Global_hook_left_003_similarity_matrix,RFoot,0.326593616,0.338575037,0.353914842
hook_left_p12_Global_hook_left_003_similarity_matrix,RToe,0.185995022,0.186640158,0.188567979
hook_left_p12_Global_hook_left_003_similarity_matrix,Hip,0.932448986,0.914318533,0.920234496
hook_left_p12_Global_hook_left_003_similarity_matrix,Ab,0.332170613,0.315261366,0.323342903
hook_left_p12_Global_hook_left_003_similarity_matrix,Chest,0.337136857,0.316539352,0.324703452
hook_left_p12_Global_hook_left_003_similarity_matrix,Neck,0.361754184,0.349857759,0.370716584
hook_left_p12_Global_hook_left_003_similarity_matrix,Head,0.356550437,0.345038552,0.363110386
hook_left_p12_Global_hook_left_003_similarity_matrix,Acceleration,0.071962817,0.070627988,0.072514945
hook_left_p12_Global_hook_left_003_similarity_matrix,Velocity,0.064375751,0.065055759,0.070001178
hook_left_p12_Global_hook_left_003_similarity_matrix,Position,0.047655721,0.047705235,0.047882876
hook_left_p12_Global_hook_left_003_similarity_matrix,Joint Angle,0.541093738,0.501557542,0.581148319
hook_left_p12_Global_hook_left_003_similarity_matrix,rotation,0.882262178,0.856858226,0.908983501
hook_left_p12_Global_hook_left_003_similarity_matrix,Overall,0.46495895,0.45228173,0.478433189
hook_left_p12_Global_hook_left_004_similarity_matrix,LShoulder,0.280579803,0.289091014,0.340539849
hook_left_p12_Global_hook_left_004_similarity_matrix,LUArm,0.10897256,0.114420663,0.134145949
hook_left_p12_Global_hook_left_004_similarity_matrix,LFArm,0.128669623,0.154676693,0.167628584
hook_left_p12_Global_hook_left_004_similarity_matrix,LHand,0.10404795,0.119721451,0.128307161
hook_left_p12_Global_hook_left_004_similarity_matrix,RShoulder,0.352039205,0.275440281,0.30868089
hook_left_p12_Global_hook_left_004_similarity_matrix,RUArm,0.167876751,0.158423392,0.172517086
hook_left_p12_Global_hook_left_004_similarity_matrix,RFArm,0.246971593,0.23272726,0.242348688
hook_left_p12_Global_hook_left_004_similarity_matrix,RHand,0.182943605,0.18092138,0.176448886
hook_left_p12_Global_hook_left_004_similarity_matrix,LThigh,0.177653798,0.17521121,0.186619534
hook_left_p12_Global_hook_left_004_similarity_matrix,LShin,0.290975364,0.284990611,0.295034398
hook_left_p12_Global_hook_left_004_similarity_matrix,LFoot,0.183766264,0.189848594,0.207784002
hook_left_p12_Global_hook_left_004_similarity_matrix,LToe,0.110551191,0.111206338,0.124187864
hook_left_p12_Global_hook_left_004_similarity_matrix,RThigh,0.191295239,0.185999743,0.189933262
hook_left_p12_Global_hook_left_004_similarity_matrix,RShin,0.313131487,0.310938269,0.298450337
hook_left_p12_Global_hook_left_004_similarity_matrix,RFoot,0.263134206,0.285107336,0.287194336
hook_left_p12_Global_hook_left_004_similarity_matrix,RToe,0.148369497,0.161594355,0.153315359
hook_left_p12_Global_hook_left_004_similarity_matrix,Hip,0.883995872,0.868943074,0.870318429
hook_left_p12_Global_hook_left_004_similarity_matrix,Ab,0.284849241,0.271017958,0.274104792
hook_left_p12_Global_hook_left_004_similarity_matrix,Chest,0.28851653,0.270859929,0.274379758
hook_left_p12_Global_hook_left_004_similarity_matrix,Neck,0.354918959,0.356965362,0.360892141
hook_left_p12_Global_hook_left_004_similarity_matrix,Head,0.349106034,0.354162504,0.356274195
hook_left_p12_Global_hook_left_004_similarity_matrix,Acceleration,0.053333854,0.052814374,0.053399553
hook_left_p12_Global_hook_left_004_similarity_matrix,Velocity,0.048684604,0.049191877,0.048729049
hook_left_p12_Global_hook_left_004_similarity_matrix,Position,0.047620814,0.047672646,0.04767944
hook_left_p12_Global_hook_left_004_similarity_matrix,Joint Angle,0.504505143,0.488460184,0.511761421
hook_left_p12_Global_hook_left_004_similarity_matrix,rotation,0.81551412,0.81009324,0.850766529
hook_left_p12_Global_hook_left_004_similarity_matrix,Overall,0.431567467,0.428882943,0.449222984
hook_left_p12_Global_hook_left_005_similarity_matrix,LShoulder,0.327083886,0.330133276,0.359822752
hook_left_p12_Global_hook_left_005_similarity_matrix,LUArm,0.159743538,0.169255731,0.183793775
hook_left_p12_Global_hook_left_005_similarity_matrix,LFArm,0.184312931,0.225129627,0.216672625
hook_left_p12_Global_hook_left_005_similarity_matrix,LHand,0.125409192,0.152875128,0.152379298
hook_left_p12_Global_hook_left_005_similarity_matrix,RShoulder,0.339631085,0.267450783,0.292075362
hook_left_p12_Global_hook_left_005_similarity_matrix,RUArm,0.060074755,0.057788717,0.067273727
hook_left_p12_Global_hook_left_005_similarity_matrix,RFArm,0.235100885,0.21945178,0.234167546
hook_left_p12_Global_hook_left_005_similarity_matrix,RHand,0.178459648,0.173643104,0.168069149
hook_left_p12_Global_hook_left_005_similarity_matrix,LThigh,0.167618899,0.178998373,0.165291905
hook_left_p12_Global_hook_left_005_similarity_matrix,LShin,0.305508569,0.319790962,0.316440663
hook_left_p12_Global_hook_left_005_similarity_matrix,LFoot,0.182656452,0.215251944,0.188599994
hook_left_p12_Global_hook_left_005_similarity_matrix,LToe,0.097892317,0.124424797,0.09629908
hook_left_p12_Global_hook_left_005_similarity_matrix,RThigh,0.185831259,0.179866319,0.183049348
hook_left_p12_Global_hook_left_005_similarity_matrix,RShin,0.321021467,0.311475242,0.299917276
hook_left_p12_Global_hook_left_005_similarity_matrix,RFoot,0.316870484,0.31814968,0.335689228
hook_left_p12_Global_hook_left_005_similarity_matrix,RToe,0.190260675,0.188042602,0.191775813
hook_left_p12_Global_hook_left_005_similarity_matrix,Hip,0.87772142,0.865238975,0.850867237
hook_left_p12_Global_hook_left_005_similarity_matrix,Ab,0.28096444,0.270335693,0.265150988
hook_left_p12_Global_hook_left_005_similarity_matrix,Chest,0.28835298,0.272488831,0.269411235
hook_left_p12_Global_hook_left_005_similarity_matrix,Neck,0.35441086,0.356993151,0.365727301
hook_left_p12_Global_hook_left_005_similarity_matrix,Head,0.349307927,0.345435448,0.352478468
hook_left_p12_Global_hook_left_005_similarity_matrix,Acceleration,0.05241118,0.051922968,0.052318825
hook_left_p12_Global_hook_left_005_similarity_matrix,Velocity,0.048610211,0.050007716,0.048784431
hook_left_p12_Global_hook_left_005_similarity_matrix,Position,0.047634398,0.047903553,0.047727879
hook_left_p12_Global_hook_left_005_similarity_matrix,Joint Angle,0.602394767,0.577133993,0.604027416
hook_left_p12_Global_hook_left_005_similarity_matrix,rotation,0.79233713,0.812049744,0.804151022
hook_left_p12_Global_hook_left_005_similarity_matrix,Overall,0.419985764,0.429976649,0.425939451
hook_left_p13_Global_hook_left_001_similarity_matrix,LShoulder,0.237790872,0.245402101,0.254238966
hook_left_p13_Global_hook_left_001_similarity_matrix,LUArm,0.15439362,0.16442564,0.153031167
hook_left_p13_Global_hook_left_001_similarity_matrix,LFArm,0.233541322,0.249953162,0.192027175
hook_left_p13_Global_hook_left_001_similarity_matrix,LHand,0.131845707,0.161393133,0.139882878
hook_left_p13_Global_hook_left_001_similarity_matrix,RShoulder,0.327371314,0.354705238,0.35014592
hook_left_p13_Global_hook_left_001_similarity_matrix,RUArm,0.176337024,0.15036268,0.149078358
hook_left_p13_Global_hook_left_001_similarity_matrix,RFArm,0.204866286,0.177407344,0.176223411
hook_left_p13_Global_hook_left_001_similarity_matrix,RHand,0.180758741,0.172539174,0.161066562
hook_left_p13_Global_hook_left_001_similarity_matrix,LThigh,0.193463972,0.185918073,0.178448915
hook_left_p13_Global_hook_left_001_similarity_matrix,LShin,0.314661038,0.307382605,0.279888713
hook_left_p13_Global_hook_left_001_similarity_matrix,LFoot,0.21172094,0.285515379,0.241199217
hook_left_p13_Global_hook_left_001_similarity_matrix,LToe,0.122892415,0.158847247,0.134002891
hook_left_p13_Global_hook_left_001_similarity_matrix,RThigh,0.195797063,0.189912969,0.178489626
hook_left_p13_Global_hook_left_001_similarity_matrix,RShin,0.341070196,0.326052807,0.282684905
hook_left_p13_Global_hook_left_001_similarity_matrix,RFoot,0.289004555,0.309417278,0.304010328
hook_left_p13_Global_hook_left_001_similarity_matrix,RToe,0.182202623,0.180235545,0.166085194
hook_left_p13_Global_hook_left_001_similarity_matrix,Hip,0.914110877,0.916227415,0.912189253
hook_left_p13_Global_hook_left_001_similarity_matrix,Ab,0.312247726,0.31398465,0.309506061
hook_left_p13_Global_hook_left_001_similarity_matrix,Chest,0.311529449,0.308702771,0.306012595
hook_left_p13_Global_hook_left_001_similarity_matrix,Neck,0.375352661,0.362963522,0.34855737
hook_left_p13_Global_hook_left_001_similarity_matrix,Head,0.367310204,0.360957212,0.34392445
hook_left_p13_Global_hook_left_001_similarity_matrix,Acceleration,0.051397505,0.05160689,0.052492074
hook_left_p13_Global_hook_left_001_similarity_matrix,Velocity,0.049914976,0.05063098,0.049614863
hook_left_p13_Global_hook_left_001_similarity_matrix,Position,0.047831664,0.047810771,0.047705068
hook_left_p13_Global_hook_left_001_similarity_matrix,Joint Angle,0.554217653,0.600892293,0.559491374
hook_left_p13_Global_hook_left_001_similarity_matrix,rotation,0.862825062,0.859959322,0.80349749
hook_left_p13_Global_hook_left_001_similarity_matrix,Overall,0.455328363,0.453885046,0.425601279
hook_left_p13_Global_hook_left_002_similarity_matrix,LShoulder,0.219039912,0.227582437,0.223109041
hook_left_p13_Global_hook_left_002_similarity_matrix,LUArm,0.147254555,0.139492028,0.125105255
hook_left_p13_Global_hook_left_002_similarity_matrix,LFArm,0.24328695,0.231861894,0.173537303
hook_left_p13_Global_hook_left_002_similarity_matrix,LHand,0.129566298,0.138946489,0.113068372
hook_left_p13_Global_hook_left_002_similarity_matrix,RShoulder,0.206503741,0.20297182,0.199238209
hook_left_p13_Global_hook_left_002_similarity_matrix,RUArm,0.264113516,0.245908169,0.254935454
hook_left_p13_Global_hook_left_002_similarity_matrix,RFArm,0.159805019,0.136331713,0.140973868
hook_left_p13_Global_hook_left_002_similarity_matrix,RHand,0.176321158,0.16901263,0.158292294
hook_left_p13_Global_hook_left_002_similarity_matrix,LThigh,0.193795145,0.179380813,0.167138915
hook_left_p13_Global_hook_left_002_similarity_matrix,LShin,0.314872946,0.298279162,0.263766926
hook_left_p13_Global_hook_left_002_similarity_matrix,LFoot,0.23941535,0.28880282,0.234926251
hook_left_p13_Global_hook_left_002_similarity_matrix,LToe,0.142873731,0.15906121,0.138936946
hook_left_p13_Global_hook_left_002_similarity_matrix,RThigh,0.192908655,0.185534729,0.170186268
hook_left_p13_Global_hook_left_002_similarity_matrix,RShin,0.332785212,0.311001884,0.268937286
hook_left_p13_Global_hook_left_002_similarity_matrix,RFoot,0.281431745,0.293349099,0.29057273
hook_left_p13_Global_hook_left_002_similarity_matrix,RToe,0.180754249,0.177857585,0.164510434
hook_left_p13_Global_hook_left_002_similarity_matrix,Hip,0.919554319,0.921699514,0.913204875
hook_left_p13_Global_hook_left_002_similarity_matrix,Ab,0.317650065,0.320986501,0.312508384
hook_left_p13_Global_hook_left_002_similarity_matrix,Chest,0.315158059,0.314299536,0.306902232
hook_left_p13_Global_hook_left_002_similarity_matrix,Neck,0.37237604,0.360050196,0.348299365
hook_left_p13_Global_hook_left_002_similarity_matrix,Head,0.365117092,0.356081145,0.342547101
hook_left_p13_Global_hook_left_002_similarity_matrix,Acceleration,0.066777052,0.067415218,0.06914181
hook_left_p13_Global_hook_left_002_similarity_matrix,Velocity,0.059714071,0.059693571,0.060037274
hook_left_p13_Global_hook_left_002_similarity_matrix,Position,0.047760586,0.047807836,0.047666291
hook_left_p13_Global_hook_left_002_similarity_matrix,Joint Angle,0.481308037,0.500335192,0.451940616
hook_left_p13_Global_hook_left_002_similarity_matrix,rotation,0.855157722,0.825617679,0.763705413
hook_left_p13_Global_hook_left_002_similarity_matrix,Overall,0.451459154,0.436712758,0.405685852
hook_left_p13_Global_hook_left_003_similarity_matrix,LShoulder,0.218338613,0.225295972,0.221571099
hook_left_p13_Global_hook_left_003_similarity_matrix,LUArm,0.144526299,0.141798115,0.119455411
hook_left_p13_Global_hook_left_003_similarity_matrix,LFArm,0.225068378,0.223052825,0.159341993
hook_left_p13_Global_hook_left_003_similarity_matrix,LHand,0.130883253,0.139906221,0.11735782
hook_left_p13_Global_hook_left_003_similarity_matrix,RShoulder,0.201872445,0.195628687,0.191770453
hook_left_p13_Global_hook_left_003_similarity_matrix,RUArm,0.282295152,0.258861599,0.269798872
hook_left_p13_Global_hook_left_003_similarity_matrix,RFArm,0.179296007,0.153753333,0.156201175
hook_left_p13_Global_hook_left_003_similarity_matrix,RHand,0.175210067,0.168843083,0.158068835
hook_left_p13_Global_hook_left_003_similarity_matrix,LThigh,0.193666759,0.178055658,0.166258118
hook_left_p13_Global_hook_left_003_similarity_matrix,LShin,0.316527387,0.299551892,0.271364776
hook_left_p13_Global_hook_left_003_similarity_matrix,LFoot,0.233324577,0.28212953,0.232663973
hook_left_p13_Global_hook_left_003_similarity_matrix,LToe,0.137512159,0.156475716,0.141512129
hook_left_p13_Global_hook_left_003_similarity_matrix,RThigh,0.190897352,0.182845147,0.16713886
hook_left_p13_Global_hook_left_003_similarity_matrix,RShin,0.331696066,0.312795326,0.276261731
hook_left_p13_Global_hook_left_003_similarity_matrix,RFoot,0.274756821,0.287036524,0.28395878
hook_left_p13_Global_hook_left_003_similarity_matrix,RToe,0.172566181,0.168686968,0.155607499
hook_left_p13_Global_hook_left_003_similarity_matrix,Hip,0.927523159,0.925094571,0.914407759
hook_left_p13_Global_hook_left_003_similarity_matrix,Ab,0.325310252,0.323786682,0.315424636
hook_left_p13_Global_hook_left_003_similarity_matrix,Chest,0.322939977,0.319635522,0.310724911
hook_left_p13_Global_hook_left_003_similarity_matrix,Neck,0.372284774,0.358149773,0.344252809
hook_left_p13_Global_hook_left_003_similarity_matrix,Head,0.363443126,0.353126928,0.337915933
hook_left_p13_Global_hook_left_003_similarity_matrix,Acceleration,0.068352499,0.0690407,0.071038373
hook_left_p13_Global_hook_left_003_similarity_matrix,Velocity,0.061655443,0.061669592,0.062385367
hook_left_p13_Global_hook_left_003_similarity_matrix,Position,0.047735411,0.047724099,0.047655402
hook_left_p13_Global_hook_left_003_similarity_matrix,Joint Angle,0.481502477,0.499148225,0.453617143
hook_left_p13_Global_hook_left_003_similarity_matrix,rotation,0.848797498,0.820117801,0.758445239
hook_left_p13_Global_hook_left_003_similarity_matrix,Overall,0.448266454,0.43392095,0.403050321
hook_left_p13_Global_hook_left_004_similarity_matrix,LShoulder,0.274985823,0.308768439,0.270889373
hook_left_p13_Global_hook_left_004_similarity_matrix,LUArm,0.104245351,0.117665807,0.07957869
hook_left_p13_Global_hook_left_004_similarity_matrix,LFArm,0.099618902,0.123177673,0.074524995
hook_left_p13_Global_hook_left_004_similarity_matrix,LHand,0.072811285,0.098511818,0.058812349
hook_left_p13_Global_hook_left_004_similarity_matrix,RShoulder,0.296249861,0.34371429,0.329439258
hook_left_p13_Global_hook_left_004_similarity_matrix,RUArm,0.157055338,0.146554427,0.144252836
hook_left_p13_Global_hook_left_004_similarity_matrix,RFArm,0.226200528,0.21709694,0.223949833
hook_left_p13_Global_hook_left_004_similarity_matrix,RHand,0.164525854,0.16218783,0.152912953
hook_left_p13_Global_hook_left_004_similarity_matrix,LThigh,0.194572314,0.186345649,0.181043621
hook_left_p13_Global_hook_left_004_similarity_matrix,LShin,0.223045383,0.224901736,0.206690957
hook_left_p13_Global_hook_left_004_similarity_matrix,LFoot,0.142307036,0.187525166,0.152948603
hook_left_p13_Global_hook_left_004_similarity_matrix,LToe,0.097564994,0.123465872,0.102763325
hook_left_p13_Global_hook_left_004_similarity_matrix,RThigh,0.178078654,0.171044616,0.153525132
hook_left_p13_Global_hook_left_004_similarity_matrix,RShin,0.297455483,0.273963023,0.246738347
hook_left_p13_Global_hook_left_004_similarity_matrix,RFoot,0.193196382,0.217720066,0.201426177
hook_left_p13_Global_hook_left_004_similarity_matrix,RToe,0.126011103,0.129719629,0.110867223
hook_left_p13_Global_hook_left_004_similarity_matrix,Hip,0.870412277,0.87682051,0.875208458
hook_left_p13_Global_hook_left_004_similarity_matrix,Ab,0.266832732,0.275445737,0.271385048
hook_left_p13_Global_hook_left_004_similarity_matrix,Chest,0.260817373,0.269155437,0.265568394
hook_left_p13_Global_hook_left_004_similarity_matrix,Neck,0.355835929,0.329338775,0.307293723
hook_left_p13_Global_hook_left_004_similarity_matrix,Head,0.349632772,0.331920867,0.303860201
hook_left_p13_Global_hook_left_004_similarity_matrix,Acceleration,0.051243677,0.051976053,0.052975612
hook_left_p13_Global_hook_left_004_similarity_matrix,Velocity,0.048066639,0.04880028,0.048714108
hook_left_p13_Global_hook_left_004_similarity_matrix,Position,0.047657404,0.047632441,0.047626749
hook_left_p13_Global_hook_left_004_similarity_matrix,Joint Angle,0.43141996,0.489496387,0.453855498
hook_left_p13_Global_hook_left_004_similarity_matrix,rotation,0.748381028,0.755756475,0.675744957
hook_left_p13_Global_hook_left_004_similarity_matrix,Overall,0.398019216,0.401694458,0.361685853
hook_left_p13_Global_hook_left_005_similarity_matrix,LShoulder,0.26594221,0.308211386,0.309850328
hook_left_p13_Global_hook_left_005_similarity_matrix,LUArm,0.144244122,0.16671499,0.146620469
hook_left_p13_Global_hook_left_005_similarity_matrix,LFArm,0.214679552,0.232003163,0.185183882
hook_left_p13_Global_hook_left_005_similarity_matrix,LHand,0.117979332,0.156381907,0.133143578
hook_left_p13_Global_hook_left_005_similarity_matrix,RShoulder,0.311141281,0.35861938,0.355681804
hook_left_p13_Global_hook_left_005_similarity_matrix,RUArm,0.065457117,0.07324086,0.085412272
hook_left_p13_Global_hook_left_005_similarity_matrix,RFArm,0.125301233,0.120195348,0.119713383
hook_left_p13_Global_hook_left_005_similarity_matrix,RHand,0.174808115,0.174098268,0.165168982
hook_left_p13_Global_hook_left_005_similarity_matrix,LThigh,0.191425961,0.190239894,0.183943405
hook_left_p13_Global_hook_left_005_similarity_matrix,LShin,0.291489945,0.279701615,0.249005856
hook_left_p13_Global_hook_left_005_similarity_matrix,LFoot,0.174632653,0.265043714,0.228320567
hook_left_p13_Global_hook_left_005_similarity_matrix,LToe,0.106809,0.160172741,0.159514753
hook_left_p13_Global_hook_left_005_similarity_matrix,RThigh,0.190912819,0.188352645,0.174734001
hook_left_p13_Global_hook_left_005_similarity_matrix,RShin,0.332943929,0.310223671,0.286662722
hook_left_p13_Global_hook_left_005_similarity_matrix,RFoot,0.253225262,0.272591919,0.260109368
hook_left_p13_Global_hook_left_005_similarity_matrix,RToe,0.17389131,0.174835233,0.157828073
hook_left_p13_Global_hook_left_005_similarity_matrix,Hip,0.873624112,0.880531601,0.8860505
hook_left_p13_Global_hook_left_005_similarity_matrix,Ab,0.271922208,0.279857027,0.282770519
hook_left_p13_Global_hook_left_005_similarity_matrix,Chest,0.270910393,0.277396752,0.279602597
hook_left_p13_Global_hook_left_005_similarity_matrix,Neck,0.37637406,0.363461929,0.342918121
hook_left_p13_Global_hook_left_005_similarity_matrix,Head,0.370299514,0.359536115,0.340308793
hook_left_p13_Global_hook_left_005_similarity_matrix,Acceleration,0.050811143,0.05146328,0.052242883
hook_left_p13_Global_hook_left_005_similarity_matrix,Velocity,0.048255902,0.050434286,0.049562002
hook_left_p13_Global_hook_left_005_similarity_matrix,Position,0.047673969,0.047801512,0.047687217
hook_left_p13_Global_hook_left_005_similarity_matrix,Joint Angle,0.498906437,0.543779209,0.508143138
hook_left_p13_Global_hook_left_005_similarity_matrix,rotation,0.794812607,0.83800309,0.790072841
hook_left_p13_Global_hook_left_005_similarity_matrix,Overall,0.421243288,0.442902301,0.418880029
hook_left_p14_Global_hook_left_001_similarity_matrix,LShoulder,0.226148737,0.220055015,0.211949348
hook_left_p14_Global_hook_left_001_similarity_matrix,LUArm,0.164557792,0.158743847,0.149577823
hook_left_p14_Global_hook_left_001_similarity_matrix,LFArm,0.091349542,0.078097349,0.037246506
hook_left_p14_Global_hook_left_001_similarity_matrix,LHand,0.077362892,0.063868434,0.027918212
hook_left_p14_Global_hook_left_001_similarity_matrix,RShoulder,0.332699706,0.32824078,0.330525531
hook_left_p14_Global_hook_left_001_similarity_matrix,RUArm,0.111322242,0.110218701,0.114140181
hook_left_p14_Global_hook_left_001_similarity_matrix,RFArm,0.168189254,0.164024717,0.122474226
hook_left_p14_Global_hook_left_001_similarity_matrix,RHand,0.060505898,0.045587067,0.013399158
hook_left_p14_Global_hook_left_001_similarity_matrix,LThigh,0.177730666,0.172378842,0.176815631
hook_left_p14_Global_hook_left_001_similarity_matrix,LShin,0.338377578,0.348657671,0.335000232
hook_left_p14_Global_hook_left_001_similarity_matrix,LFoot,0.274012962,0.306334847,0.297847681
hook_left_p14_Global_hook_left_001_similarity_matrix,LToe,0.137097319,0.150510995,0.147159639
hook_left_p14_Global_hook_left_001_similarity_matrix,RThigh,0.171577194,0.167267058,0.173557233
hook_left_p14_Global_hook_left_001_similarity_matrix,RShin,0.263854663,0.298063695,0.308329994
hook_left_p14_Global_hook_left_001_similarity_matrix,RFoot,0.360402728,0.340046549,0.352427556
hook_left_p14_Global_hook_left_001_similarity_matrix,RToe,0.189420112,0.181500213,0.190310088
hook_left_p14_Global_hook_left_001_similarity_matrix,Hip,0.945295214,0.931450673,0.933086562
hook_left_p14_Global_hook_left_001_similarity_matrix,Ab,0.341461246,0.330254581,0.334018539
hook_left_p14_Global_hook_left_001_similarity_matrix,Chest,0.339843518,0.331358685,0.334896719
hook_left_p14_Global_hook_left_001_similarity_matrix,Neck,0.348206906,0.32382071,0.336052162
hook_left_p14_Global_hook_left_001_similarity_matrix,Head,0.354381226,0.334387743,0.343214968
hook_left_p14_Global_hook_left_001_similarity_matrix,Acceleration,0.05302236,0.052506259,0.051169796
hook_left_p14_Global_hook_left_001_similarity_matrix,Velocity,0.049217003,0.049128943,0.04820144
hook_left_p14_Global_hook_left_001_similarity_matrix,Position,0.047628452,0.047654012,0.047649293
hook_left_p14_Global_hook_left_001_similarity_matrix,Joint Angle,0.619087537,0.642539768,0.629740861
hook_left_p14_Global_hook_left_001_similarity_matrix,rotation,0.734192129,0.708681569,0.690650793
hook_left_p14_Global_hook_left_001_similarity_matrix,Overall,0.390910291,0.37816779,0.369150043
hook_left_p14_Global_hook_left_002_similarity_matrix,LShoulder,0.228922473,0.218325989,0.213346805
hook_left_p14_Global_hook_left_002_similarity_matrix,LUArm,0.161831434,0.154011195,0.138881975
hook_left_p14_Global_hook_left_002_similarity_matrix,LFArm,0.094090698,0.081310916,0.039863074
hook_left_p14_Global_hook_left_002_similarity_matrix,LHand,0.081046447,0.069309513,0.032181948
hook_left_p14_Global_hook_left_002_similarity_matrix,RShoulder,0.209487376,0.203914039,0.214207175
hook_left_p14_Global_hook_left_002_similarity_matrix,RUArm,0.243352968,0.225982342,0.232284236
hook_left_p14_Global_hook_left_002_similarity_matrix,RFArm,0.130503284,0.114788161,0.082528066
hook_left_p14_Global_hook_left_002_similarity_matrix,RHand,0.06445531,0.049436878,0.015786053
hook_left_p14_Global_hook_left_002_similarity_matrix,LThigh,0.179547541,0.171241876,0.176355988
hook_left_p14_Global_hook_left_002_similarity_matrix,LShin,0.338359599,0.344516234,0.339218532
hook_left_p14_Global_hook_left_002_similarity_matrix,LFoot,0.302985683,0.318554254,0.31427355
hook_left_p14_Global_hook_left_002_similarity_matrix,LToe,0.146759003,0.147455488,0.149746271
hook_left_p14_Global_hook_left_002_similarity_matrix,RThigh,0.174961558,0.169868151,0.175962815
hook_left_p14_Global_hook_left_002_similarity_matrix,RShin,0.247634002,0.286968188,0.297022196
hook_left_p14_Global_hook_left_002_similarity_matrix,RFoot,0.364853992,0.349916738,0.356358926
hook_left_p14_Global_hook_left_002_similarity_matrix,RToe,0.189699419,0.182175862,0.190581509
hook_left_p14_Global_hook_left_002_similarity_matrix,Hip,0.943941965,0.931500284,0.932011732
hook_left_p14_Global_hook_left_002_similarity_matrix,Ab,0.340684208,0.329169018,0.331818826
hook_left_p14_Global_hook_left_002_similarity_matrix,Chest,0.339359925,0.330529419,0.33404338
hook_left_p14_Global_hook_left_002_similarity_matrix,Neck,0.351566843,0.329870007,0.339817552
hook_left_p14_Global_hook_left_002_similarity_matrix,Head,0.358759416,0.341907011,0.349966909
hook_left_p14_Global_hook_left_002_similarity_matrix,Acceleration,0.072192296,0.07105424,0.07026346
hook_left_p14_Global_hook_left_002_similarity_matrix,Velocity,0.064756264,0.062430581,0.060121754
hook_left_p14_Global_hook_left_002_similarity_matrix,Position,0.047630554,0.047660066,0.047650275
hook_left_p14_Global_hook_left_002_similarity_matrix,Joint Angle,0.541363133,0.560540773,0.556587585
hook_left_p14_Global_hook_left_002_similarity_matrix,rotation,0.741288877,0.707545701,0.690412589
hook_left_p14_Global_hook_left_002_similarity_matrix,Overall,0.394459716,0.377602884,0.369031432
hook_left_p14_Global_hook_left_003_similarity_matrix,LShoulder,0.237211156,0.226288403,0.222897085
hook_left_p14_Global_hook_left_003_similarity_matrix,LUArm,0.157535712,0.153491101,0.137000904
