Column,pre,main,post
LShoulder,0.2426508636825629,0.2294813724889204,0.19143259414578817
LUArm,0.10397340576941727,0.10384667748011359,0.09134448157599473
LFArm,0.1900449537018655,0.17344274417254557,0.1709521312591083
LHand,0.07829055332458928,0.07914652301564078,0.07680638730156988
RShoulder,0.2966105536956853,0.31520553083859737,0.28114964777130746
RUArm,0.11527465817632779,0.13526298715724133,0.11713324212017873
RFArm,0.19278932673054686,0.1978777761310351,0.18595918771620448
RHand,0.05295337903235177,0.0627549204828006,0.054559114708812716
LThigh,0.13691229878752792,0.14186627916993133,0.12018987400282999
LShin,0.20271182861007211,0.18441357819319124,0.14386605625112175
LFoot,0.22960508080438818,0.2228860336856017,0.17906434039434743
LToe,0.15133405957310966,0.1574537251308632,0.12937349590075511
RThigh,0.133154189089857,0.14288016906381443,0.12725532318818206
RShin,0.22530553339810439,0.25759131808446945,0.23419168978538826
RFoot,0.2070353303665693,0.20403747595030605,0.16925087789694165
RToe,0.117681783772426,0.12909151796058219,0.10449726465034606
Hip,0.8873906373759863,0.9053233396695217,0.8879516367504978
Ab,0.289130024117432,0.30810860645502935,0.29010766970848506
Chest,0.2905384548648549,0.3093498105571633,0.2898313733668808
Neck,0.29387936120725666,0.2913241582651095,0.26782925385277107
Head,0.2898359781937048,0.28326553786911834,0.26446726112997504
Acceleration,0.050722373764086934,0.05082301231324446,0.05056778019877488
Velocity,0.048638312420284,0.04831953521665397,0.048584116098291205
Position,0.0477600827748283,0.04804819026413261,0.04806458584419322
Joint Angle,0.5343311961973757,0.5144733285942488,0.4855661141736844
rotation,0.6164129428986747,0.6490715829740931,0.5534530489055567
Overall,0.3320865128367515,0.3485598866191128,0.3007588173748749
