Column,pre,main,post
LShoulder,0.21667234491961346,0.2554453503551913,0.24574465568265005
LUArm,0.18040522420370836,0.13589992603538872,0.1494407951184923
LFArm,0.20073292626675024,0.17025821910246855,0.10874149010010756
LHand,0.1387434136169082,0.0900713924005691,0.07913838852926544
RShoulder,0.33736149781281477,0.29393505733309255,0.3095127594757739
RUArm,0.11279837248072655,0.1367428660498254,0.10607543148818663
RFArm,0.16148150180462656,0.16078405880777133,0.11951826655624138
RHand,0.15797276739227234,0.15105876012585798,0.09236896727905478
LThigh,0.1745141521861471,0.17664643801888205,0.19165155831765482
LShin,0.23362386562571444,0.3131895187217938,0.32745931240096504
LFoot,0.21881845640129988,0.2620872616423359,0.2773928570794047
LToe,0.16813363595444675,0.17233925400743752,0.18312626466603915
RThigh,0.18259834452625226,0.17827747753267167,0.1882051592928103
RShin,0.22586618174488166,0.28914718134716166,0.30006338824685097
RFoot,0.30724492885845,0.29250863015436795,0.3395058431358348
RToe,0.1932755152491367,0.15078036815419374,0.18620317938396239
Hip,0.9625651665533341,0.9689272037628085,0.9727487818111561
Ab,0.3607374985995511,0.36402904219497967,0.3653993610888079
Chest,0.3638987552064985,0.368466681584378,0.3711804938888498
Neck,0.23324884172170474,0.2968005577544007,0.30190221498861497
Head,0.22721542661557895,0.28648351435202657,0.3002167182034202
Acceleration,0.04882394374380572,0.04806244103414149,0.04961007773252501
Velocity,0.04869745963694621,0.04882287098570148,0.048432981380237425
Position,0.04782813399602352,0.04765991599252132,0.04765344579219387
Joint Angle,0.3543540460481761,0.5135040734728903,0.5158457108631861
rotation,0.8629274673592647,0.8081072022171927,0.8035084662688166
Overall,0.4553778006776441,0.427883559104857,0.4255809560305052
