Column,pre,main,post
LShoulder,0.30691632202052244,0.31310588898886066,0.2993524603099663
LUArm,0.12497991645088695,0.1104113698410081,0.11671430247920142
LFArm,0.1266878317171604,0.15591482438705323,0.17100963220351748
LHand,0.04308757194553421,0.0462541478222343,0.06265881202403063
RShoulder,0.29359884780334816,0.3069032626070483,0.29538007473522687
RUArm,0.11960356072846479,0.13019717188108815,0.12842278772620713
RFArm,0.1409056023343314,0.15249790591954662,0.17278384328303015
RHand,0.03088342667049606,0.037353834461136055,0.055806600184121535
LThigh,0.1805313714049551,0.18314614265982437,0.18087676509534953
LShin,0.2564510891318295,0.27899895503750877,0.26876863498085785
LFoot,0.3345287044843247,0.3390275459437991,0.3342428093379134
LToe,0.1789674609368538,0.18969136370543963,0.18132111454628777
RThigh,0.16650363633774823,0.16714430361054083,0.16741513537176983
RShin,0.19561419188444695,0.20803666154699488,0.20982769500181964
RFoot,0.3011419266727674,0.31168541209385786,0.3031314004269572
RToe,0.1501972038475451,0.15033837340590664,0.14667439828974674
Hip,0.919952477250366,0.9027162454038933,0.9100199203098708
Ab,0.3146826622457663,0.29630966336365905,0.30332434091601235
Chest,0.3115701375949357,0.292891886122863,0.29820138143812686
Neck,0.2923395217369791,0.29339348243663627,0.3044558857490765
Head,0.300433081669662,0.2945089277689773,0.3039213382355306
Acceleration,0.048894652336072694,0.048932346635654614,0.04861322736736477
Velocity,0.04775239897115159,0.04813172577304987,0.04779272811973691
Position,0.047880416719359054,0.047749211899708176,0.04774647927228728
Joint Angle,0.5802506527358552,0.6060411724693505,0.6056326100100595
rotation,0.6907005547824843,0.7034688341507633,0.7111774917488456
Overall,0.36929048575092166,0.37560902302523586,0.3794619855105664
