Column,pre,main,post
LShoulder,0.3193988037593632,0.3440982517822681,0.3473859397058096
LUArm,0.14395819237788404,0.12107316894273619,0.10413659702386997
LFArm,0.14244485149604863,0.06135077507406084,0.02758679667713803
LHand,0.12140193487611721,0.0429619481820479,0.01289575901287424
RShoulder,0.33824414677434755,0.34197483754842994,0.3333185958936609
RUArm,0.07406622619820959,0.06621996882642907,0.0619381851329205
RFArm,0.22926556741321252,0.17558020959038032,0.13571896915506917
RHand,0.10098891592486528,0.0340911634660172,0.018593854811234562
LThigh,0.16088277229560752,0.15746287396479217,0.1546342511523521
LShin,0.1923766680413006,0.17488749557126468,0.18795801583672372
LFoot,0.22145918104284218,0.22094097853792719,0.20499831040330335
LToe,0.09250561364741923,0.09111480328572169,0.0926339633234459
RThigh,0.15827251992919186,0.16052394462824607,0.16435273202723652
RShin,0.2759032573380714,0.255675922057825,0.2501521436638768
RFoot,0.3318927152555344,0.3373025734532133,0.35003763453616743
RToe,0.19119170253551757,0.1905237475514231,0.19792630105800038
Hip,0.8449445934085478,0.8150430904748492,0.8036526097223444
Ab,0.25388227667843905,0.23557076486850567,0.22449135091920613
Chest,0.253907475735882,0.23310568041816948,0.22473880085766992
Neck,0.292965231385751,0.28569274392869076,0.27318965416892005
Head,0.28126549258769673,0.281447861731834,0.27005777808981885
Acceleration,0.05145860328866706,0.05588335733408603,0.05103139691773538
Velocity,0.04794736557078907,0.04986021032616049,0.04825694337921989
Position,0.047633566310588994,0.04769233492722009,0.047643893974549226
Joint Angle,0.5348239075315879,0.5033700792878815,0.46237106152321417
rotation,0.7277860155212391,0.656448414042497,0.6468781173981296
Overall,0.387709790915914,0.35207037448485856,0.3472610056863394
