Column,pre,main,post
LShoulder,0.22005337425353316,0.20259935537561577,0.2409097515998136
LUArm,0.1675104260400429,0.11215826288506074,0.13608681813370288
LFArm,0.1946279880624918,0.19373756993935315,0.1729708842898296
LHand,0.146093653026561,0.11934129215674381,0.12057873510900403
RShoulder,0.27844716590311447,0.26193887980923064,0.28446969897714
RUArm,0.162523674239916,0.16173377469021144,0.1618599261052142
RFArm,0.2982551410425921,0.2325988699049412,0.238327712206579
RHand,0.165099772389415,0.12089283656193622,0.11026965680758663
LThigh,0.18924801584345383,0.16122921194867026,0.18015885021510275
LShin,0.2435152754766857,0.18552357216176568,0.24480114218751536
LFoot,0.1756799909941627,0.23101082076014476,0.24848671429406927
LToe,0.10564095546070221,0.14358237970609322,0.15420999926121087
RThigh,0.1804959225105519,0.18696406211529545,0.18613570698788612
RShin,0.30731136882218724,0.34129802675571336,0.2908360760506623
RFoot,0.3321750797726228,0.3341376916083891,0.34171631498800936
RToe,0.19560498183007005,0.17628039676905122,0.18640934453055857
Hip,0.9320042795933347,0.9051851835568894,0.94920418953054
Ab,0.32272429298300376,0.30298343091879343,0.3438210849786759
Chest,0.32772558857070105,0.31073688381758036,0.3511099812583581
Neck,0.3607306199461108,0.3585860382256214,0.35663168189247313
Head,0.3646133155879213,0.3540010541924919,0.3531002220605461
Acceleration,0.05622373794882426,0.05294394786186319,0.05593935629442489
Velocity,0.048713840708389335,0.048739930614003946,0.05036715808033221
Position,0.04767550210365794,0.04763178446870624,0.04766700013697694
Joint Angle,0.5443830307627404,0.5246016412448037,0.5592742493560992
rotation,0.8307046421448231,0.781562426932099,0.8080120625533812
Overall,0.43919007212424044,0.41459710570040265,0.42783953134517905
