Column,pre,main,post
LShoulder,0.3115224789775252,0.3320433963491011,0.31608326722945357
LUArm,0.16586159303258782,0.16073619990828197,0.15968397300195944
LFArm,0.2768530160222624,0.2496179899550848,0.23116284195081493
LHand,0.13755764801050746,0.13472715637463886,0.13470442540227115
RShoulder,0.31409345171009784,0.3212644507520174,0.3183562021884162
RUArm,0.1636711590678742,0.17254040778891977,0.16063188814906776
RFArm,0.26582034745305183,0.26255845748359097,0.2597724487180562
RHand,0.16424215013343346,0.16732236422091912,0.14938200508769295
LThigh,0.1843084733697718,0.18592942388887337,0.18652904482632934
LShin,0.3221988556005688,0.3018472444436827,0.27897616802643854
LFoot,0.30147712450478914,0.32766482792537405,0.3215563475057833
LToe,0.16604092003105558,0.176704366180873,0.17268092758150044
RThigh,0.18407894547314516,0.18392840261938043,0.18291588325667318
RShin,0.3150176936981464,0.32678335049295754,0.27977738391821605
RFoot,0.33264415301829675,0.32600042978427574,0.3383454104446019
RToe,0.17555729554350577,0.17956925620179823,0.18210081636399073
Hip,0.9338114801834877,0.9276616386727815,0.9375685388578603
Ab,0.3316853904882971,0.32460997609994335,0.33427714688478555
Chest,0.32162273994123725,0.3165171629381291,0.3247038529536902
Neck,0.3528829619182584,0.3531575747600859,0.351338410376977
Head,0.36127381880744436,0.35555658690661535,0.36021480522573557
Acceleration,0.05193568896112828,0.05436941324721189,0.052513883054595735
Velocity,0.048284262192925594,0.048947940283156896,0.04803776079117134
Position,0.04773470521370406,0.047709538012631315,0.04765946616627259
Joint Angle,0.708807412574545,0.6975213037772077,0.6613973914540314
rotation,0.8454448153998451,0.853671766724658,0.843290015385041
Overall,0.4465897603067746,0.45069065236864464,0.44547474077565685
