Column,pre,main,post
LShoulder,0.25163520684436363,0.2225714127716402,0.19051025945105185
LUArm,0.13760331860863917,0.12987971458295303,0.11659978963230735
LFArm,0.2311924510251612,0.17803430736281547,0.154149340850816
LHand,0.08331696701599152,0.08105017890883891,0.0695068757268028
RShoulder,0.2697529084895813,0.22558176201767724,0.18958505422830688
RUArm,0.14901300155088096,0.13887381970541918,0.13377845334574254
RFArm,0.2237691991251082,0.1747946030340837,0.14227048675482187
RHand,0.15661055975343083,0.11019726862815675,0.08923262550427265
LThigh,0.17046775167432632,0.15144331248182094,0.1384345730952044
LShin,0.28143375154762,0.28352201822179096,0.2655946224472294
LFoot,0.27955039291423106,0.3068286105406312,0.3043069532044102
LToe,0.18725502239685632,0.1829306182665085,0.18433698356973338
RThigh,0.1632802343421194,0.14301205890942015,0.1305618038435448
RShin,0.2330616125547902,0.23299823501681324,0.21843087570268035
RFoot,0.26832227798825975,0.22345362820694803,0.2033604032713611
RToe,0.12255028643603852,0.10173198043997482,0.09039246831141494
Hip,0.9113312747228084,0.8811344788376342,0.8637672286929098
Ab,0.308313227453382,0.27379564887512337,0.25513579289612404
Chest,0.30191719304114445,0.2686442884831976,0.24425582784038208
Neck,0.2974549821076191,0.26387453824621704,0.2361606724669405
Head,0.2906540483941605,0.2620736996113991,0.23003302916355786
Acceleration,0.04834378686774466,0.04848772986671676,0.048524344304945684
Velocity,0.04828815353245342,0.04795707825213271,0.04781250901454144
Position,0.04798255571521025,0.04803270874479632,0.04764840021789118
Joint Angle,0.5700496193321715,0.5261853808741342,0.4875058113994504
rotation,0.7480443927571658,0.6612772191530385,0.5903172236030592
Overall,0.39801347423618805,0.35465496394891743,0.3189828119104751
