Column,pre,main,post
LShoulder,0.23964730911749182,0.29767673624253216,0.2751293763729681
LUArm,0.15515623764763417,0.1584507308634759,0.16683906820032146
LFArm,0.1924648257668101,0.19128779011163954,0.18739084273410553
LHand,0.15097506010613895,0.15963493399703008,0.16144210566609007
RShoulder,0.21974759245596004,0.27062668750265284,0.2495491891573211
RUArm,0.1454485086220846,0.15782901277294148,0.15785393471540715
RFArm,0.2664825027849409,0.3018713894329934,0.2920942866017122
RHand,0.14734268960472427,0.16180773244874994,0.16683872304584285
LThigh,0.17061515160286717,0.18876801856916564,0.18586618536978733
LShin,0.28483558188025093,0.34979797910102955,0.3433834380313679
LFoot,0.19041389908073397,0.25028066985524844,0.23138832336308593
LToe,0.13346529689599146,0.1627985672770424,0.15509393069354854
RThigh,0.17137497557860665,0.18636365502073246,0.1859851426625457
RShin,0.2938305080368112,0.3281501548438535,0.32417072236012806
RFoot,0.3294944646350332,0.3123871586137907,0.3124933594293937
RToe,0.1939014868353071,0.1897203664343829,0.1918427633774488
Hip,0.8544694963340106,0.8852046478032943,0.8771447234352244
Ab,0.24392919344843284,0.2703642408456672,0.26182992197785093
Chest,0.22284352315183908,0.2536734587771006,0.24580381515979752
Neck,0.288080273803303,0.3170493835077163,0.3037568977545412
Head,0.30240317419107093,0.32247097361334653,0.3077234285083815
Acceleration,0.04848917331694636,0.04902443027567693,0.048788977626038836
Velocity,0.047752738463248345,0.04774700596235413,0.04773807774978016
Position,0.047636748456768886,0.04762893889416164,0.04762896537963127
Joint Angle,0.501770380303406,0.6061885987882203,0.5637452554562988
rotation,0.7741391206848391,0.8382976224439399,0.8310726183705807
Overall,0.41088793457080397,0.4429632806690507,0.43935079187510595
