Column,pre,main,post
LShoulder,0.15598252220732717,0.24257197031277747,0.22541996781676116
LUArm,0.0439503114643964,0.17840227011768123,0.15663055710970614
LFArm,0.10118141139767718,0.3011920638952621,0.29041404578990104
LHand,0.031535583246665166,0.1438053978064522,0.14158137068979662
RShoulder,0.19374352088357857,0.29114799381713413,0.2872064910284932
RUArm,0.07868786351897666,0.1727257355200374,0.13580608750244144
RFArm,0.09216328828304114,0.18716574042590747,0.17039462100361008
RHand,0.03256938296741146,0.13854916922677601,0.12371142353555657
LThigh,0.07840578493073523,0.189856448112405,0.17226540835798576
LShin,0.20165487611164892,0.29141138364404534,0.3007805743324113
LFoot,0.19737898604502635,0.24847892962069645,0.24421350062567598
LToe,0.1039256996573991,0.16897347099854448,0.15150308741816348
RThigh,0.08396083431041222,0.19123540642876327,0.17485019685947875
RShin,0.22426259999589146,0.31659061784650167,0.3131009254170961
RFoot,0.21325931900907102,0.352836590299586,0.3382544598682386
RToe,0.05575902763946757,0.1824171886206967,0.16748146568079034
Hip,0.8740249112446724,0.9854382833889747,0.9647706550351328
Ab,0.26723886042401906,0.38008895693630795,0.3587985825145543
Chest,0.2696171367325156,0.3851911793917786,0.36364230406852205
Neck,0.16615863920940044,0.2513564734211811,0.2521480126366777
Head,0.14596559812233814,0.24197200162864765,0.24562819883575493
Acceleration,0.04855784647033866,0.048794573438941134,0.049477846465200724
Velocity,0.04812079068367767,0.04911308645999468,0.048703757837389436
Position,0.0476195273720064,0.04765262578868342,0.04762306749877426
Joint Angle,0.530511032946588,0.5213990597412469,0.5686990431619388
rotation,0.3598581047630571,0.8920161167066589,0.8027269049916127
Overall,0.2037388160675317,0.46983437124767125,0.4251749862451934
