Column,pre,main,post
LShoulder,0.18940720060447697,0.21993572333480074,0.24252068491244988
LUArm,0.08603118073772394,0.12201641344912689,0.13453726834514862
LFArm,0.18342409537022303,0.21668183123711537,0.24512542546682253
LHand,0.08315506446888779,0.10593977041199912,0.15151199927782427
RShoulder,0.27400376817794503,0.2701120987304921,0.3105888894701311
RUArm,0.0334001793195481,0.023477971951777754,0.03356935489298315
RFArm,0.10122105765747558,0.09777867033210151,0.10915857014137045
RHand,0.12430730767642977,0.11214292340092323,0.1505837614046021
LThigh,0.14771993198339903,0.13678167953565074,0.18015260121316057
LShin,0.2237458249395959,0.20220433875055882,0.26675803662870623
LFoot,0.22672239940269243,0.24049498823720097,0.2486441597042372
LToe,0.14740001985711043,0.10959983257642561,0.15909787040767012
RThigh,0.14760971694154476,0.1333805219424327,0.17821959792057868
RShin,0.19572460737742595,0.20819032543097019,0.25602891256240595
RFoot,0.2892215655749421,0.2706266501042817,0.3118834474735098
RToe,0.13466092964818616,0.11885768451330678,0.15998265617341814
Hip,0.9085899127582238,0.9013438684467957,0.9434495046132291
Ab,0.3006513036220676,0.29621185331970495,0.33128564885694484
Chest,0.31003659260120875,0.3051753483186069,0.34123526834452195
Neck,0.19084353771512225,0.22101144255371516,0.2610266862569869
Head,0.18552081799172704,0.22212963684743725,0.2605061592043604
Acceleration,0.055689467717975304,0.05470276612409399,0.05460875251312279
Velocity,0.04943203425664447,0.04962841627534211,0.05040947586731387
Position,0.04803047818435728,0.047737744037788556,0.04817562853815373
Joint Angle,0.4415016193435973,0.5132698819981273,0.505305331484407
rotation,0.6136581759675559,0.5843962549061943,0.762427208438877
Overall,0.33084432707595657,0.3160669994719914,0.40530141848851536
