Column,pre,main,post
LShoulder,0.3804623889673962,0.3619871738778072,0.3613980321513879
LUArm,0.14847570676200786,0.14585282438714134,0.14524534955777268
LFArm,0.2618269021759127,0.2853463700813703,0.2765177922572606
LHand,0.1295481126749844,0.13245917791280556,0.13576642393227106
RShoulder,0.3637606723803918,0.3238776564808074,0.31033901276064646
RUArm,0.17719226007166086,0.16845997332033652,0.15538949037514044
RFArm,0.24557890763777265,0.29263621072363005,0.22330859074023315
RHand,0.16774971936323774,0.16260582957680442,0.16185412902942542
LThigh,0.1841832324033132,0.1851923385673995,0.19109013009050493
LShin,0.25141212786340994,0.2795570696266385,0.24309560653285284
LFoot,0.29918452658145067,0.3480443628649887,0.35321374009249806
LToe,0.16468810285223662,0.18277492165762566,0.1859065770648044
RThigh,0.18623086327073937,0.19161621337610127,0.19510483741976356
RShin,0.25575009843825763,0.298582854084815,0.2556809693756535
RFoot,0.2995163326312792,0.3142243998673735,0.3239022240171482
RToe,0.13461112610214904,0.1583786620888917,0.15547941838913054
Hip,0.9444060265573955,0.9526429481958307,0.9443902513655986
Ab,0.34454074908030596,0.3534079192160495,0.3464838749311359
Chest,0.3419672994293418,0.34766248588461374,0.34137385468155623
Neck,0.3597315721522317,0.34155584878884865,0.35374289813905024
Head,0.35346341318821917,0.3368147818144615,0.3421132022302126
Acceleration,0.051660110334270815,0.05259015910320851,0.05277916652885752
Velocity,0.048499988037489186,0.05073430333655635,0.0485050304214983
Position,0.04814351107382222,0.048576652024915554,0.04824958341278211
Joint Angle,0.6631949386454872,0.7075546596457093,0.6476804785125447
rotation,0.8518122698647017,0.867832501522748,0.8617167857403384
Overall,0.44997789046926195,0.45820457677383175,0.4549831845765603
