Column,pre,main,post
LShoulder,0.223645324915346,0.22732038163378085,0.22401549176950777
LUArm,0.13969323560104935,0.14872540619117083,0.1386866846631308
LFArm,0.13795192449383692,0.17204726663218547,0.13693827332515918
LHand,0.02799237049517611,0.03446745479403147,0.01916303261431149
RShoulder,0.3229704477261085,0.32675084060563536,0.3127269741171194
RUArm,0.16968413218063155,0.15884660428912997,0.16814364227766954
RFArm,0.1764192231338036,0.15248859587506716,0.1700090891795419
RHand,0.09869635124512924,0.10341956529373515,0.11751513056751942
LThigh,0.1872915114240796,0.18782872086842592,0.18494002126735676
LShin,0.32372209575154287,0.3499109161907322,0.3696692463049467
LFoot,0.22297063936273517,0.23304219352704955,0.2287074135485189
LToe,0.155987781438701,0.15840194487089446,0.16555491554942453
RThigh,0.17937184755103555,0.17910004778091715,0.17453085062390764
RShin,0.2020045690610624,0.21620285051664626,0.21891480779036146
RFoot,0.31789950900763514,0.33678394579115367,0.31239057428311345
RToe,0.14904050774927602,0.15767896012083973,0.14530593596594626
Hip,0.9273658439889274,0.9232311097540744,0.9164090712114756
Ab,0.3257474619680023,0.3206991748098928,0.30943183971368277
Chest,0.32519120573893984,0.3179284795293469,0.30463315617758535
Neck,0.3096977857229353,0.27921443053175804,0.30758163181249765
Head,0.30434607158918053,0.2739498906136595,0.3108872640599528
Acceleration,0.04876681892215782,0.04825066787668566,0.048319661466780815
Velocity,0.049215140482079214,0.047998310357715845,0.04812332095674693
Position,0.04775248816456369,0.04765857905059824,0.04773218072891554
Joint Angle,0.4600909729414718,0.47783254428714933,0.4924497473367455
rotation,0.7824083162331604,0.7925826471716344,0.7720374322204289
Overall,0.41508040219886216,0.4201206131111162,0.4098848064746722
