Column,pre,main,post
LShoulder,0.24634704736734642,0.22163992049301764,0.22141347152976315
LUArm,0.14533864838723687,0.16075717477025575,0.15648102301555633
LFArm,0.1516433776287378,0.17518143029193683,0.15235570578059965
LHand,0.08355597457027043,0.09316325100840535,0.09277769737207275
RShoulder,0.34615083671185864,0.3534410555583499,0.344233503229373
RUArm,0.13318506075927053,0.12641667832004946,0.13137686629653933
RFArm,0.14683785090445817,0.13912293617437219,0.1394978854441457
RHand,0.10461680619536218,0.09255493031902849,0.10122200738097276
LThigh,0.1852097393546409,0.19085453731297455,0.1938609226283981
LShin,0.31974121044567017,0.35016695760677236,0.3321446355588219
LFoot,0.23708174904781898,0.2827185678439218,0.3022541830679465
LToe,0.16588257303608406,0.1770063856024989,0.18034233572210578
RThigh,0.1878513434209898,0.18732648915825603,0.18413706774579217
RShin,0.22556368232398763,0.24018272882713004,0.2403827402295849
RFoot,0.3655514195963122,0.36227101713108445,0.36738622308205726
RToe,0.1976053312047239,0.19729830100628254,0.19793421712834644
Hip,0.9568771408704635,0.9441165356329163,0.9486821969592716
Ab,0.3549953281453492,0.34187865080775737,0.34914930250671045
Chest,0.3428230565295916,0.32883295099232046,0.3359182201730679
Neck,0.3226506701010999,0.3023234133073135,0.3208566682028902
Head,0.32064929937421244,0.29898477904230425,0.3188060785701457
Acceleration,0.05032274312354834,0.050196444884886345,0.050028375856136974
Velocity,0.04796744386752837,0.048101100261380834,0.04794642904823558
Position,0.047627326624635,0.04762886123991149,0.047622957868793364
Joint Angle,0.48478195412494,0.49889727050775046,0.49479661703649935
rotation,0.8309101963224224,0.8421309929879376,0.8493101373133746
Overall,0.4392687614735287,0.4448799271139245,0.448466547591084
