Column,pre,main,post
LShoulder,0.26464658182635753,0.29364628432605644,0.29431712968122176
LUArm,0.07516598226761245,0.00404021093115899,0.0045115374534791695
LFArm,0.1298119884875681,0.05799457629584301,0.052933732167317414
LHand,0.09481580058623242,0.08425760622069589,0.06785261700444445
RShoulder,0.29346034435282464,0.29610053070801295,0.27827211592587214
RUArm,0.04705533973556636,0.05008174109059363,0.043526606889824127
RFArm,0.17000581714156032,0.17953469934006086,0.18677310711899434
RHand,0.13379522098906588,0.1543920287305087,0.13866875986576602
LThigh,0.16399879485707883,0.1690601231091648,0.16351510824015833
LShin,0.22775169579362461,0.2675188290767851,0.2601792568126414
LFoot,0.1935846462827469,0.21404054701470784,0.21614803664721732
LToe,0.09935462764976404,0.12103254666829343,0.11928575658090916
RThigh,0.15182910226624208,0.15223525504958949,0.14021922070918985
RShin,0.28442612664935724,0.2627567480894735,0.2471664700803721
RFoot,0.19369493105121288,0.2445205009653413,0.17991720177869344
RToe,0.09510489274434525,0.09186278105213651,0.067579166548188
Hip,0.8964122776661263,0.9083573747201413,0.8875772276083923
Ab,0.2911243240191723,0.3082130616016937,0.2873286753536981
Chest,0.30451575283240734,0.31249544172836674,0.28848885466293905
Neck,0.20415596897621469,0.21194046630340008,0.1829254297734985
Head,0.17410869601732074,0.1764804925486161,0.14185709174327857
Acceleration,0.05393098742968326,0.05028304861067579,0.050170218658188194
Velocity,0.04927515054597315,0.048720438606442075,0.04879721164669219
Position,0.04762505282844935,0.047687149478125926,0.047664147695053206
Joint Angle,0.48958036083326,0.5309927141262072,0.5198839387093476
rotation,0.6134280879807416,0.6091121496563066,0.5479180660333999
Overall,0.33052657040459554,0.3283996495672163,0.2977911068642266
